Datetime,FrameFilePath,Confidence,X,Y,Width,Height,FaceID
2023-09-22 10:23:20.398566,images/frames/a834bcfd-3982-43ed-a4c4-bc485fb4a304.jpg,2.171467085776385,1006,559,54,54,1
2023-09-22 10:23:42.459888,images/frames/b6c37195-c0bd-4864-a777-0474145b43e3.jpg,2.8475501248030923,1006,560,53,53,1
2023-09-22 10:24:03.796088,images/frames/88f7ac42-73e6-4715-b6e9-b655610dbb9f.jpg,2.8475501248030923,1006,559,54,54,1
2023-09-22 10:24:25.430486,images/frames/fedf952d-0ef7-49e1-af17-b23224a2533b.jpg,2.8475501248030923,1006,560,53,53,1
2023-09-22 10:24:47.211945,images/frames/6ccbb0b5-f8f0-42af-a095-9f75a41f3209.jpg,2.8475501248030923,1006,560,53,53,1
2023-09-22 10:27:45.006195,images/frames/fae847aa-6df7-468b-9db0-09d303f57472.jpg,0.256838001718279,583,114,66,66,1
2023-09-22 10:28:05.801999,images/frames/7e0ae78f-5011-40ce-93e8-392e618c12ca.jpg,3.2493921846034937,335,286,125,125,1
2023-09-22 10:28:30.942319,images/frames/6118e2e3-3c7b-4dfa-8fc7-33fed51ca4b6.jpg,4.084153961332049,523,429,82,82,1
2023-09-22 10:30:09.732465,images/frames/16e4a76e-3d63-48b9-b1ff-837015dfcc82.jpg,1.2085480247042142,326,277,140,140,1
2023-09-22 10:35:58.762305,images/frames/4699fcdc-828e-4446-a6b2-a0ed2e8eb0e0.jpg,5.266456962970551,662,452,38,38,3
2023-09-22 10:36:31.420306,images/frames/906471f4-5657-424c-954b-330bdfc3d29e.jpg,7.1882660677074455,650,450,41,41,3
2023-09-22 10:36:53.699833,images/frames/3eff4080-3f19-41ed-800a-ab32054ace12.jpg,7.661136147042271,637,444,40,40,3
2023-09-22 10:37:20.722261,images/frames/8128661c-795a-4ffd-bb0a-2db053c6cc7c.jpg,5.990908102307003,624,414,48,48,3
2023-09-22 10:37:47.512800,images/frames/28a7616e-cfb9-4592-8dae-633d9157727d.jpg,3.1238220631494187,610,396,51,51,1
2023-09-22 10:38:07.858288,images/frames/cc845da4-2392-4858-94b5-8b189a763268.jpg,5.025721122685354,574,381,58,58,1
2023-09-22 10:45:57.421465,images/frames/26e2a089-8bb3-4cd8-a54b-3c16ad4eb737.jpg,3.2447991354274563,235,164,245,245,1
2023-09-22 10:48:17.004590,images/frames/b111b198-6074-4618-a9dc-fd9ee22c3beb.jpg,4.927159117127303,407,397,54,54,4
2023-09-22 10:48:50.391688,images/frames/7c1cfcf3-e2ca-489a-af4f-36948fa23777.jpg,4.78693304391345,414,387,55,55,4
2023-09-22 10:49:22.031687,images/frames/919d0234-f373-4133-a1e1-df43c843d08d.jpg,2.665102052560542,378,346,63,63,1
2023-09-22 10:49:52.636169,images/frames/25e81b28-ff09-4cdb-8b3e-762f8cd9611d.jpg,3.5275421328260563,60,114,123,123,1
2023-09-22 10:50:24.243454,images/frames/7bad9564-9a5d-4e3e-ba28-71626939f96e.jpg,0.7511961664422415,321,274,150,150,1
2023-09-22 10:50:53.577960,images/frames/99d1bd80-bc19-4aa0-bbd6-cfa15795b521.jpg,0.9310070068459027,329,282,135,135,1
2023-09-22 10:55:09.759666,images/frames/010c3ff5-a10e-470c-9a82-97510291c1f0.jpg,2.9910531916539185,631,502,28,28,1
2023-09-22 10:56:46.088036,images/frames/31ab55ba-e0c7-43e7-a2d4-6ff947a2a8c8.jpg,4.778615038318094,133,305,56,56,1
2023-09-22 10:57:14.104647,images/frames/be8403f8-d2dd-475a-b99e-9110dec85be8.jpg,3.6041642091586255,332,283,133,133,1
2023-09-22 10:57:43.400173,images/frames/a5c440f8-6250-48bf-b1a7-a3f6cc6e6ec2.jpg,2.192994113487657,560,575,54,54,1
2023-09-22 10:59:16.684802,images/frames/4cd0dbaa-a8b5-40e1-858f-2094aa7b9086.jpg,7.021831073740032,643,362,63,63,5
2023-09-22 11:00:05.145198,images/frames/ce7b5e85-0dfa-4da7-b882-35d78cf39ec7.jpg,4.74602710356703,603,347,71,71,1
2023-09-22 11:01:29.788234,images/frames/338bbfef-e9cb-4bc8-ab4e-05ab0e113643.jpg,1.2161501207738183,331,281,131,131,1
2023-09-22 11:01:49.644103,images/frames/d7d4b6c6-1178-4e3f-a1cc-9f734c4183c4.jpg,3.459378153027501,322,276,151,151,1
2023-09-22 11:02:57.853859,images/frames/cd86c62a-5da4-443d-9028-e688a3f9911a.jpg,5.559972088725772,656,501,30,30,1
2023-09-22 11:03:17.924601,images/frames/c980b825-76c9-431e-9ddc-5a6aa40c668f.jpg,9.021383172250353,666,499,31,31,6
2023-09-22 11:03:58.184614,images/frames/d017214e-f59c-4089-acb7-8fad9fde2142.jpg,9.059321129112504,670,499,34,34,6
2023-09-22 11:04:10.909630,images/frames/3ce0d6c7-9b70-4301-9717-94fc8fc17c69.jpg,10.610717164701782,679,495,34,34,6
2023-09-22 11:04:30.018445,images/frames/d7b32082-c230-4240-9fee-77bb2c1c8ee7.jpg,4.600769070617389,336,286,126,126,1
2023-09-22 11:05:09.155219,images/frames/d48d3390-4bad-400f-be99-c79af89c3b08.jpg,3.5349771300097927,19,402,114,114,1
2023-09-22 11:05:48.283070,images/frames/253cc27f-951e-466c-89ce-4328109e7f70.jpg,1.1348340813419782,323,277,143,143,1
2023-09-22 11:06:27.139279,images/frames/e48c272c-dbaa-4de9-a1dd-0b63e81b2efe.jpg,0.7665771291940473,324,278,143,143,1
